strain	cluster
USA/WA-UW-4599/2020	15
USA/WA-S494/2020	15
USA/WA-S446/2020	15
USA/WA-S452/2020	15
USA/WA-S525/2020	15
USA/WA-S430/2020	15
USA/WA-S429/2020	15
USA/WA-S356/2020	15
USA/WA-S397/2020	15
USA/WA-S355/2020	15
USA/WA-S360/2020	15
USA/WA-S405/2020	15
USA/WA-S357/2020	15
USA/WA-UW211/2020	15
USA/WA-UW284/2020	15
USA/WA-UW154/2020	15
USA/WA-S299/2020	15
USA/WA-UW-1905/2020	15
USA/WA-S588/2020	15
USA/WA-S271/2020	15
USA/WA-S567/2020	15
USA/WA-UW149/2020	15
USA/WA-UW-1341/2020	15
USA/WA-S1216/2020	15
USA/WA-UW-1473/2020	15
USA/WA-S328/2020	15
USA/WA-S759/2020	15
USA/WA-S824/2020	15
USA/WA-S719/2020	15
USA/WA-S858/2020	15
USA/WA-S410/2020	15
USA/WA-S808/2020	15
USA/WA-S960/2020	15
USA/WA-S2045/2020	15
USA/WA-S707/2020	15
USA/WA-S394/2020	15
USA/WA-S497/2020	15
USA/WA-S812/2020	15
USA/WA-S952/2020	15
USA/WA-S792/2020	15
USA/WA-S698/2020	15
USA/WA-S811/2020	15
USA/WA-S793/2020	15
USA/WA-S376/2020	15
USA/WA-S556/2020	15
USA/WA-S917/2020	15
USA/WA-S2393/2020	15
USA/WA-S2002/2020	15
USA/WA-S1180/2020	15
USA/WA-S1336/2020	15
USA/WA-S1154/2020	15
USA/WA-S1197/2020	15
USA/WA-S1298/2020	15
USA/WA-S1850/2020	15
USA/WA-UW319/2020	15
USA/WA-S794/2020	15
USA/WA-S1202/2020	15
USA/WA-S308/2020	15
USA/WA-S862/2020	15
USA/WA-S1244/2020	15
USA/WA-S1006/2020	15
USA/WA-S170/2020	15
USA/WA-S200/2020	15
USA/WA-UW-1682/2020	15
USA/WA-UW-1968/2020	15
USA/WA-S663/2020	15
USA/WA-S906/2020	15
USA/WA-S921/2020	15
USA/WA-S1065/2020	15
USA/WA-S409/2020	15
USA/WA-S582/2020	15
USA/WA-S315/2020	15
USA/WA-S479/2020	15
USA/WA-S2044/2020	15
USA/WA-S717/2020	15
USA/WA-S722/2020	15
USA/WA-S749/2020	15
USA/WA-S804/2020	15
USA/WA-S654/2020	15
USA/WA-S825/2020	15
USA/WA-S1032/2020	15
USA/WA-S666/2020	15
USA/WA-S665/2020	15
USA/WA-S1169/2020	15
USA/WA-S1224/2020	15
USA/WA-S899/2020	15
USA/WA-S2439/2020	15
USA/WA-S1306/2020	15
USA/WA-S789/2020	15
USA/WA-S631/2020	15
USA/WA-S863/2020	15
USA/WA-S1393/2020	15
USA/WA-S900/2020	15
USA/WA-S668/2020	15
USA/WA-S1015/2020	15
USA/WA-S902/2020	15
USA/WA-S1021/2020	15
USA/WA-S1024/2020	15
USA/WA-S994/2020	15
USA/WA-S1023/2020	15
USA/WA-S1167/2020	15
USA/WA-S2231/2020	15
USA/WA-S1168/2020	15
USA/WA-S1187/2020	15
USA/WA-S1271/2020	15
USA/WA-S1401/2020	15
USA/WA-S1094/2020	15
USA/WA-S1096/2020	15
USA/WA-S1030/2020	15
USA/WA-S888/2020	15
USA/WA-S901/2020	15
USA/WA-S1028/2020	15
USA/WA-S1185/2020	15
USA/WA-S1177/2020	15
USA/WA-S1012/2020	15
USA/WA-S1027/2020	15
USA/WA-S1029/2020	15
USA/WA-S1035/2020	15
USA/WA-S1033/2020	15
USA/WA-S1095/2020	15
USA/WA-S1034/2020	15
USA/WA-S1026/2020	15
USA/WA-S977/2020	15
USA/WA-S1235/2020	15
USA/WA-S1186/2020	15
USA/WA-S1253/2020	15
USA/WA-S1346/2020	15
USA/WA-S1273/2020	15
USA/WA-S1291/2020	15
USA/WA-S1388/2020	15
USA/WA-S1354/2020	15
USA/WA-S1792/2020	15
USA/WA-S2503/2020	15
USA/WA-S2562/2020	15
USA/WA-S2540/2020	15
USA/WA-S2523/2020	15
USA/WA-S2590/2020	15
USA/WA-S2417/2020	15
USA/WA-S2399/2020	15
USA/WA-S2418/2020	15
USA/WA-S2424/2020	15
USA/WA-S2560/2020	15
USA/WA-S2452/2020	15
USA/WA-S2664/2020	15
USA/WA-S2500/2020	15
USA/WA-S2497/2020	15
USA/WA-S112/2020	15
USA/WA-S145/2020	15
USA/WA-S583/2020	15
USA/WA-S144/2020	15
USA/WA-UW190/2020	15
USA/WA-UW-558/2020	15
USA/WA-UW222/2020	15
USA/WA-NH13/2020	15
USA/WA-S137/2020	15
USA/WA-S221/2020	15
USA/WA-S176/2020	15
USA/WA_0432/2020	15
USA/WA-UW280/2020	15
USA/WA-UW293/2020	15
USA/WA-UW-1278/2020	15
USA/WA-UW-604/2020	15
USA/WA-UW-1294/2020	15
USA/WA-S488/2020	15
USA/WA-UW-1778/2020	15
USA/WA-UW-1805/2020	15
USA/WA-UW-2902/2020	15
USA/WA-UW-2082/2020	15
USA/WA-S489/2020	15
USA/WA-UW285/2020	15
USA/WA-S301/2020	15
USA/WA-UW150/2020	15
USA/WA-QDX-2276/2020	15
USA/WA-UW-845/2020	15
USA/WA-UW263/2020	15
USA/WA-UW347/2020	15
USA/WA-UW267/2020	15
USA/WA-UW246/2020	15
USA/WA-S353/2020	15
USA/WA-S572/2020	15
USA/WA-UW-2230/2020	15
USA/WA-S342/2020	15
USA/WA-S368/2020	15
USA/WA-UW-1562/2020	15
USA/WA-UW-1578/2020	15
USA/WA-S171/2020	15
USA/WA-UW-1583/2020	15
USA/WA-UW-1581/2020	15
USA/WA-UW-2056/2020	15
USA/WA-UW-2045/2020	15
USA/WA-UW-2029/2020	15
USA/WA-UW-2193/2020	15
USA/WA-S910/2020	15
USA/WA-S584/2020	15
USA/WA-UW-1308/2020	15
USA/WA-UW375/2020	15
USA/WA-UW-2066/2020	15
USA/WA-UW-2203/2020	15
USA/WA-S401/2020	15
USA/WA-S402/2020	15
USA/WA-S423/2020	15
USA/WA-S427/2020	15
USA/WA-S407/2020	15
USA/WA-S432/2020	15
USA/WA-S420/2020	15
USA/WA-S415/2020	15
USA/WA-S400/2020	15
USA/WA-S425/2020	15
USA/WA-S417/2020	15
USA/WA-S411/2020	15
USA/WA-S358/2020	15
USA/WA-S352/2020	15
USA/WA-S422/2020	15
USA/WA-S351/2020	15
USA/WA-UW-2778/2020	15
USA/WA-S399/2020	15
USA/WA-S416/2020	15
USA/WA-S436/2020	15
USA/WA-S487/2020	15
USA/WA-S528/2020	15
USA/WA-S520/2020	15
USA/WA-UW-4221/2020	15
USA/WA-UW-4303/2020	15
USA/WA-UW-4317/2020	15
USA/WA-UW-4225/2020	15
USA/WA-S313/2020	15
USA/WA-S335/2020	15
USA/WA-UW-5371/2020	15
USA/WA-S330/2020	15
USA/WA-UW-4690/2020	15
USA/WA-S685/2020	15
USA/WA-S810/2020	15
USA/WA-S635/2020	15
USA/WA-S990/2020	15
USA/WA-S949/2020	15
USA/WA-S953/2020	15
USA/WA-S1500/2020	15
USA/WA-S961/2020	15
USA/WA-S2073/2020	15
USA/WA-S2062/2020	15
USA/WA-S2038/2020	15
USA/WA-S2046/2020	15
USA/WA-S2032/2020	15
USA/WA-S2067/2020	15
USA/WA-S2451/2020	15
USA/WA-S2437/2020	15
USA/WA-S2455/2020	15
USA/WA-S2461/2020	15
USA/WA-UW164/2020	15
USA/WA-UW165/2020	15
USA/WA-UW-661/2020	15
USA/WA-UW-671/2020	15
USA/WA-UW125/2020	15
USA/WA-UW128/2020	15
USA/WA-UW100/2020	15
USA/WA-UW99/2020	15
USA/WA-UW-542/2020	15
USA/WA-UW124/2020	15
USA/WA-UW-602/2020	15
USA/WA-UW-524/2020	15
USA/WA-UW184/2020	15
USA/WA-UW-4046/2020	15
USA/WA-S419/2020	15
USA/WA-S975/2020	15
USA/WA-S2446/2020	15
USA/WA-S2058/2020	15
USA/WA-UW262/2020	15
USA/WA-S156/2020	15
USA/WA-UW343/2020	15
USA/WA-UW345/2020	15
USA/WA-UW249/2020	15
USA/WA-QDX-2471/2020	15
USA/WA-UW-1245/2020	15
USA/WA-S155/2020	15
USA/WA-UW-246/2020	15
USA/WA-S280/2020	15
USA/WA-UW54/2020	15
USA/WA-UW71/2020	15
USA/WA-UW67/2020	15
USA/WA-UW49/2020	15
USA/WA-UW52/2020	15
USA/WA-UW325/2020	15
USA/WA-UW360/2020	15
USA/WA-QDX-2326/2020	15
USA/WA-UW383/2020	15
USA/WA-UW340/2020	15
USA/WA-UW-4026/2020	15
USA/WA-UW-2928/2020	15
USA/WA-UW-1913/2020	15
USA/WA-UW-4067/2020	15
USA/WA-UW-2164/2020	15
USA/WA-UW-3515/2020	15
USA/WA-S579/2020	15
USA/WA-UW-3815/2020	15
USA/WA-UW-1997/2020	15
USA/WA-S467/2020	15
USA/WA-S442/2020	15
USA/WA-S509/2020	15
USA/WA-S476/2020	15
USA/WA-UW-1338/2020	15
USA/WA_0422/2020	15
USA/WA_0447/2020	15
USA/WA-UW-1327/2020	15
USA/WA_0711/2020	15
USA/WA-UW-1295/2020	15
USA/WA-UW-1632/2020	15
USA/WA-UW-1702/2020	15
USA/WA-UW-1631/2020	15
USA/WA-S786/2020	15
USA/WA-S710/2020	15
USA/WA-UW-1700/2020	15
USA/WA-QDX-813/2020	15
USA/WA-UW-6442/2020	15
USA/WA-S723/2020	15
USA/WA-S412/2020	15
USA/WA-UW-4065/2020	15
USA/WA-UW-1695/2020	15
USA/WA-UW-1756/2020	15
USA/WA-S1482/2020	15
USA/WA-UW-1855/2020	15
USA/WA-UW-1860/2020	15
USA/WA-S577/2020	15
USA/WA-S393/2020	15
USA/WA-S424/2020	15
USA/WA-S426/2020	15
USA/WA-S2454/2020	15
USA/WA-S2066/2020	15
USA/WA-S473/2020	15
USA/WA-UW-6339/2020	15
USA/WA-UW-6543/2020	15
USA/WA-UW-4545/2020	15
USA/WA-S433/2020	15
USA/WA-S992/2020	15
USA/WA-S2075/2020	15
USA/WA-S375/2020	15
USA/WA-S377/2020	15
USA/WA-UW-1825/2020	15
USA/WA-UW-1846/2020	15
USA/WA-UW-3985/2020	15
USA/WA-UW-3833/2020	15
USA/WA-UW-5429/2020	15
USA/WA-UW-4614/2020	15
USA/WA-UW-2961/2020	15
USA/WA-UW392/2020	15
USA/WA-UW-4570/2020	15
USA/WA-S585/2020	15
USA/WA-S492/2020	15
USA/WA-S391/2020	15
USA/WA-S403/2020	15
USA/WA-UW-3336/2020	15
USA/WA-S369/2020	15
USA/WA-UW-3810/2020	15
USA/WA-UW-3850/2020	15
USA/WA-UW-4009/2020	15
USA/WA-UW-2601/2020	15
USA/WA-UW-3858/2020	15
USA/WA-UW-3895/2020	15
USA/WA-UW-2606/2020	15
USA/WA-S321/2020	15
USA/WA-UW-4226/2020	15
USA/WA-UW-2369/2020	15
USA/WA-UW-4217/2020	15
USA/WA-S515/2020	15
USA/WA-S329/2020	15
USA/WA-S312/2020	15
USA/WA-UW-6186/2020	15
USA/WA-UW-4061/2020	15
USA/WA-S504/2020	15
USA/WA-S440/2020	15
USA/WA-S557/2020	15
USA/WA-S513/2020	15
USA/WA-S485/2020	15
USA/WA-S445/2020	15
USA/WA-S493/2020	15
USA/WA-S486/2020	15
USA/WA-S524/2020	15
USA/WA-S506/2020	15
USA/WA-S512/2020	15
USA/WA-S516/2020	15
USA/WA-S498/2020	15
USA/WA-S478/2020	15
USA/WA-S522/2020	15
USA/WA-S448/2020	15
USA/WA-S242/2020	16
USA/WA-S539/2020	16
USA/WA-UW398/2020	16
USA/WA-UW-4014/2020	16
USA/WA-UW-2377/2020	16
USA/WA-UW-2020/2020	17
USA/WA-UW-4766/2020	18
USA/WA-UW-350/2020	19
USA/WA-S1488/2020	20
USA/WA-S733/2020	21
USA/WA-S691/2020	21
USA/WA-S697/2020	21
USA/WA-S1019/2020	21
USA/WA-S1007/2020	21
USA/WA-S675/2020	21
USA/WA-S693/2020	21
USA/WA-S822/2020	21
USA/WA-S743/2020	21
USA/WA-S696/2020	21
USA/WA-S959/2020	21
USA/WA-S1018/2020	21
USA/WA-S955/2020	21
USA/WA-S736/2020	21
USA/WA-S813/2020	21
USA/WA-S732/2020	21
USA/WA-S327/2020	21
USA/WA-S881/2020	21
USA/WA-S1063/2020	21
USA/WA-S694/2020	21
USA/WA-S674/2020	21
USA/WA-S686/2020	21
USA/WA-S803/2020	21
USA/WA-S802/2020	21
USA/WA-S827/2020	21
USA/WA-S821/2020	21
USA/WA-S734/2020	21
USA/WA-S757/2020	21
USA/WA-S735/2020	21
USA/WA-S640/2020	21
USA/WA-S664/2020	21
USA/WA-S1066/2020	21
USA/WA-S650/2020	21
USA/WA-S844/2020	21
USA/WA-S1181/2020	21
USA/WA-S956/2020	21
USA/WA-S838/2020	21
USA/WA-S1052/2020	21
USA/WA-S851/2020	21
USA/WA-S1746/2020	21
USA/WA-S1705/2020	21
USA/WA-S2109/2020	21
USA/WA-S2121/2020	21
USA/WA-S1904/2020	21
USA/WA-S2409/2020	21
USA/WA-S2120/2020	21
USA/WA-S1780/2020	21
USA/WA-S2116/2020	21
USA/WA-S1867/2020	21
USA/WA-S1903/2020	21
USA/WA-S1616/2020	21
USA/WA-S1617/2020	21
USA/WA-S1566/2020	21
USA/WA-S1870/2020	21
USA/WA-S1869/2020	21
USA/WA-S1868/2020	21
USA/WA-S1673/2020	21
USA/WA-S1704/2020	21
USA/WA-S1707/2020	21
USA/WA-S1706/2020	21
USA/WA-S1742/2020	21
USA/WA-S1743/2020	21
USA/WA-S1739/2020	21
USA/WA-S1741/2020	21
USA/WA-S1740/2020	21
USA/WA-S1738/2020	21
USA/WA-S1951/2020	21
USA/WA-S1804/2020	21
USA/WA-S2128/2020	21
USA/WA-S2110/2020	21
USA/WA-S2115/2020	21
USA/WA-UW93/2020	22
USA/WA-UW168/2020	23
USA/WA-UW-6213/2020	24
USA/WA-UW-1868/2020	25
USA/WA-UW-2430/2020	26
USA/WA-UW-8317/2020	27
USA/WA-UW-4270/2020	28
USA/WA-UW22/2020	29
USA/WA-UW-1948/2020	30
USA/WA-UW-7158/2020	31
USA/WA-S795/2020	32
USA/WA-UW-7671/2020	32
USA/WA-S771/2020	33
USA/WA_5030/2020	34
USA/WA3-UW1/2020	34
USA/WA-UW-1645/2020	35
USA/WA-QDX-2376/2020	36
USA/WA-S413/2020	37
USA/WA-QDX-290/2020	38
USA/WA-UW295/2020	39
USA/WA-UW-1272/2020	39
USA/WA-UW-2181/2020	40
USA/WA-UW-1745/2020	40
USA/WA-S843/2020	41
USA/WA-S897/2020	41
USA/WA-S898/2020	41
USA/WA-S885/2020	41
USA/WA-UW324/2020	42
USA/WA-UW275/2020	43
USA/WA-UW137/2020	44
USA/WA-UW108/2020	45
USA/WA-UW185/2020	46
USA/WA-S149/2020	46
USA/WA-UW-4684/2020	47
USA/WA-UW197/2020	48
USA/WA-UW-623/2020	48
USA/WA-UW-4243/2020	48
USA/WA-UW-1688/2020	49
USA/WA-S1539/2020	50
USA/WA-S1620/2020	50
USA/WA-S1872/2020	50
USA/WA-S1317/2020	50
USA/WA-S1745/2020	50
USA/WA-S1541/2020	50
USA/WA-UW-2180/2020	51
USA/WA-UW-23335/2020	52
USA/WA-UW-23691/2020	52
USA/WA-UW-22060/2020	52
USA/WA-UW-21753/2020	52
USA/WA-UW-21987/2020	52
USA/WA-UW-22028/2020	52
USA/WA-UW-22057/2020	52
USA/WA-UW-21784/2020	52
USA/WA-UW-21757/2020	52
USA/WA-UW-13317/2020	52
USA/WA-UW-21721/2020	52
USA/WA-UW-24020/2020	52
USA/WA-UW-22148/2020	52
USA/WA-UW-23756/2020	52
USA/WA-UW-22149/2020	52
USA/WA-UW-21786/2020	52
USA/WA-S2678/2020	53
USA/WA-S2561/2020	53
USA/WA-S1821/2020	54
USA/WA-S1884/2020	54
USA/WA-S2000/2020	54
USA/WA-S1990/2020	54
USA/WA-S2213/2020	54
USA/WA-S2173/2020	54
USA/WA-S2215/2020	54
USA/WA-S2214/2020	54
USA/WA-UW-1440/2020	55
USA/WA-UW-1772/2020	56
USA/WA-UW-2414/2020	57
USA/WA-UW-9536/2020	57
USA/WA-S1476/2020	57
USA/WA-S982/2020	58
USA/WA-S1049/2020	58
USA/WA-S1625/2020	58
USA/WA-S1331/2020	58
USA/WA-S2603/2020	58
USA/WA-S1445/2020	58
USA/WA-S2028/2020	58
USA/WA-S2571/2020	58
USA/WA-S1455/2020	58
USA/WA-S2125/2020	58
USA/WA-S1456/2020	58
USA/WA-S1664/2020	58
USA/WA-S2558/2020	58
USA/WA-S1453/2020	58
USA/WA-S1234/2020	58
USA/WA-S1068/2020	58
USA/WA-S1851/2020	58
USA/WA-OHSU-0386/2020	58
USA/WA-OHSU-0327/2020	58
USA/WA-S1296/2020	58
USA/WA-S1973/2020	58
USA/WA-S2618/2020	58
USA/WA-S2672/2020	58
USA/WA-S2671/2020	58
USA/WA-S2670/2020	58
USA/WA-S2382/2020	58
USA/WA-S661/2020	58
USA/WA-S1025/2020	58
USA/WA-S1056/2020	58
USA/WA-S1004/2020	58
USA/WA-S1002/2020	58
USA/WA-S1001/2020	58
USA/WA-S1011/2020	58
USA/WA-S1093/2020	58
USA/WA-S1039/2020	58
USA/WA-S1215/2020	58
USA/WA-S1214/2020	58
USA/WA-UW-12634/2020	59
USA/WA-QDX-276/2020	60
USA/WA-UW-5177/2020	61
USA/WA-UW-2137/2020	62
USA/WA-UW120/2020	63
USA/WA-UW-4318/2020	64
USA/WA-OHSU-0525/2020	65
USA/WA-OHSU-0462/2020	65
USA/WA-OHSU-0520/2020	65
USA/WA-OHSU-0506/2020	65
USA/WA-OHSU-0512/2020	65
USA/WA-OHSU-1345/2020	66
USA/WA-OHSU-1333/2020	66
USA/WA-OHSU-0464/2020	67
USA/WA-S2680/2020	68
USA/WA-S913/2020	69
USA/WA-UW-6528/2020	70
USA/WA-UW-4677/2020	71
USA/WA-UW-7007/2020	72
USA/WA-UW-4676/2020	72
USA/WA-UW-23305/2020	73
USA/WA-S2815/2020	74
USA/WA-UW-1796/2020	75
USA/WA-UW-10191/2020	76
USA/WA-UW25/2020	77
USA/WA-UW73/2020	78
USA/WA-S2814/2020	79
USA/WA-S2829/2020	79
USA/WA-S2859/2020	79
USA/WA-UW-22103/2020	80
USA/WA-UW-22978/2020	80
USA/WA-UW-23365/2020	80
USA/WA-UW-23390/2020	80
USA/WA-UW-21742/2020	80
USA/WA-UW-22892/2020	80
USA/WA-UW-20245/2020	80
USA/WA-UW-22077/2020	80
USA/WA-UW-23481/2020	80
USA/WA-SFS-S2852/2020	80
USA/WA-S2798/2020	80
USA/WA-UW-23464/2020	80
USA/WA-S2812/2020	80
USA/WA-S2799/2020	80
USA/WA-UW-1963/2020	81
USA/WA-UW-10472/2020	82
USA/WA-S2739/2020	83
USA/WA-UW-13400/2020	83
USA/WA-UW-12637/2020	83
USA/WA-UW-22358/2020	83
USA/WA-UW-19418/2020	83
USA/WA-UW-6526/2020	84
USA/WA-UW-10471/2020	85
USA/WA-UW-10439/2020	85
USA/WA-UW-10442/2020	85
USA/WA-UW-13249/2020	85
USA/WA-UW-24890/2020	85
USA/WA-UW-10459/2020	85
USA/WA-UW-10501/2020	85
USA/WA-UW-22804/2020	85
USA/WA-UW-23391/2020	85
USA/WA-UW-11399/2020	85
USA/WA-UW-11489/2020	85
USA/WA-UW-11571/2020	85
USA/WA-UW-22445/2020	85
USA/WA-UW-11836/2020	85
USA/WA-UW-22096/2020	85
USA/WA-UW-12516/2020	85
USA/WA-UW-12625/2020	85
USA/WA-UW-13018/2020	85
USA/WA-UW-12909/2020	85
USA/WA-UW-11002/2020	85
USA/WA-UW-21960/2020	85
USA/WA-UW-22412/2020	85
USA/WA-UW-23380/2020	85
USA/WA-UW-12390/2020	85
USA/WA-UW-13367/2020	85
USA/WA-UW-13104/2020	85
USA/WA-UW-13311/2020	85
USA/WA-UW-11279/2020	85
USA/WA-UW-11829/2020	85
USA/WA-UW-12149/2020	85
USA/WA-UW-13386/2020	85
USA/WA-UW-1282/2020	86
USA/WA-S620/2020	87
USA/WA-UW-4228/2020	88
USA/WA-UW-6243/2020	89
USA/WA-S2782/2020	90
USA/WA-S608/2020	90
USA/WA-S1607/2020	91
USA/WA-S2809/2020	92
USA/WA-UW-12727/2020	93
USA/WA-UW-12391/2020	93
USA/WA-S924/2020	94
USA/WA-S741/2020	94
USA/WA-S739/2020	94
USA/WA-S2389/2020	95
USA/WA-UW-26856/2020	96
USA/WA-S2864/2020	97
USA/WA-UW-23597/2020	97
USA/WA-S2572/2020	98
USA/WA-S2573/2020	98
USA/WA-S2761/2020	98
USA/WA-S2756/2020	98
USA/WA-S2755/2020	98
USA/WA-UW-21752/2020	98
USA/WA-UW-24941/2020	98
USA/WA-UW-22899/2020	98
USA/WA-UW-22429/2020	98
USA/WA-UW-13232/2020	98
USA/WA-UW-23423/2020	98
USA/WA-UW-23414/2020	98
USA/WA-QDX-1270/2020	99
USA/WA-UW-12127/2020	100
USA/WA-UW138/2020	101
USA/WA-UW-26858/2020	102
USA/WA-UW-22253/2020	103
USA/WA-S2893/2020	103
USA/WA-S2915/2020	103
USA/WA-UW-11059/2020	104
USA/WA-UW-23621/2020	105
USA/WA-S720/2020	106
USA/WA-S1209/2020	107
USA/WA-S1848/2020	108
USA/WA-S2370/2020	109
USA/WA-S1248/2020	109
USA/WA-S1784/2020	109
USA/WA-S2288/2020	109
USA/WA-S2328/2020	109
USA/WA-S1751/2020	109
USA/WA-S1561/2020	109
USA/WA-S2563/2020	109
USA/WA-S2514/2020	109
USA/WA-S2256/2020	109
USA/WA-S2019/2020	109
USA/WA-S2372/2020	109
USA/WA-S1841/2020	109
USA/WA-S2703/2020	109
USA/WA-S2102/2020	109
USA/WA-S1699/2020	109
USA/WA-S1710/2020	109
USA/WA-S2390/2020	109
USA/WA-S2569/2020	109
USA/WA-S2591/2020	109
USA/WA-S1749/2020	109
USA/WA-S1794/2020	109
USA/WA-S2177/2020	109
USA/WA-S2205/2020	109
USA/WA-S2237/2020	109
USA/WA-S1557/2020	109
USA/WA-S1831/2020	109
USA/WA-S2473/2020	109
USA/WA-S2001/2020	109
USA/WA-S1928/2020	109
USA/WA-S1947/2020	109
USA/WA-S2363/2020	109
USA/WA-S2360/2020	109
USA/WA-UW322/2020	110
USA/WA-UW-2293/2020	111
USA/WA-S373/2020	112
USA/WA-UW-11519/2020	113
USA/WA-S1040/2020	114
USA/WA-S1208/2020	115
USA/WA-S1206/2020	116
USA/WA-S1568/2020	117
USA/WA-S1998/2020	118
USA/WA-S2595/2020	119
USA/WA-UW-12596/2020	120
USA/WA-UW-3534/2020	121
USA/WA-S453/2020	122
USA/WA-S2546/2020	123
USA/WA-S2786/2020	124
USA/WA-S2743/2020	125
USA/WA-S2744/2020	125
USA/WA-UW-21727/2020	126
USA/WA-UW-22039/2020	126
USA/WA-UW-24901/2020	126
USA/WA-UW-23410/2020	126
USA/WA-UW-22903/2020	126
USA/WA-UW-23445/2020	126
USA/WA-UW-23330/2020	126
USA/WA-UW-23206/2020	126
USA/WA-UW-23237/2020	126
USA/WA-S965/2020	127
USA/WA-S2574/2020	127
USA/WA-S1660/2020	127
USA/WA-S2726/2020	128
USA/WA-S2722/2020	128
USA/WA-S2729/2020	128
USA/WA-S2535/2020	129
USA/WA-S481/2020	130
USA/WA-S1407/2020	130
USA/WA-S1242/2020	130
USA/WA-S1217/2020	130
USA/WA-S909/2020	130
USA/WA-S472/2020	130
USA/WA-S681/2020	130
USA/WA-S623/2020	130
USA/WA-S1434/2020	130
USA/WA-S1159/2020	130
USA/WA-S1051/2020	130
USA/WA-S1064/2020	130
USA/WA-S1410/2020	130
USA/WA-S1297/2020	130
USA/WA-S662/2020	130
USA/WA-S1171/2020	130
USA/WA-S1397/2020	130
USA/WA-S1389/2020	130
USA/WA-S1245/2020	130
USA/WA-S1893/2020	130
USA/WA-S1540/2020	130
USA/WA-S2266/2020	130
USA/WA-S1067/2020	130
USA/WA-S963/2020	130
USA/WA-S964/2020	130
USA/WA-S971/2020	130
USA/WA-S1057/2020	130
USA/WA-S2365/2020	130
USA/WA-S2366/2020	130
USA/WA-S2294/2020	130
USA/WA-S1380/2020	130
USA/WA-S2153/2020	130
USA/WA-S2489/2020	130
USA/WA-S1406/2020	130
USA/WA-S1556/2020	130
USA/WA-S1846/2020	130
USA/WA-S1764/2020	130
USA/WA-S1918/2020	130
USA/WA-S2226/2020	130
USA/WA-S1927/2020	130
USA/WA-S1940/2020	130
USA/WA-S1945/2020	130
USA/WA-S1307/2020	130
USA/WA-S1840/2020	130
USA/WA-S1985/2020	130
USA/WA-S2227/2020	130
USA/WA-S2035/2020	130
USA/WA-S1781/2020	130
USA/WA-S1771/2020	130
USA/WA-S2284/2020	130
USA/WA-S2181/2020	130
USA/WA-S2154/2020	130
USA/WA-S2242/2020	130
USA/WA-S2151/2020	130
USA/WA-S2597/2020	130
USA/WA-S2598/2020	130
USA/WA-S2504/2020	130
USA/WA-S2593/2020	130
USA/WA-S2666/2020	130
USA/WA-S1994/2020	130
USA/WA-S1925/2020	130
USA/WA-S2124/2020	130
USA/WA-S2421/2020	130
USA/WA-S2688/2020	130
USA/WA-S2681/2020	130
USA/WA-S2596/2020	130
USA/WA-S2588/2020	130
USA/WA-S2449/2020	130
USA/WA-S2501/2020	130
USA/WA-S1312/2020	131
USA/WA-S1679/2020	131
USA/WA-S1532/2020	131
USA/WA-UW-12926/2020	131
USA/WA-UW-13226/2020	131
USA/WA-S1313/2020	131
USA/WA-S1440/2020	131
USA/WA-S1444/2020	131
USA/WA-S1402/2020	131
USA/WA-S1381/2020	131
USA/WA-S647/2020	131
USA/WA-S820/2020	131
USA/WA-S1126/2020	131
USA/WA-S2245/2020	131
USA/WA-S1469/2020	131
USA/WA-S1233/2020	131
USA/WA-S1243/2020	131
USA/WA-S1031/2020	131
USA/WA-S1246/2020	131
USA/WA-S1398/2020	131
USA/WA-S1466/2020	131
USA/WA-S1262/2020	131
USA/WA-S1535/2020	131
USA/WA-S1050/2020	131
USA/WA-S740/2020	131
USA/WA-S643/2020	131
USA/WA-S667/2020	131
USA/WA-S905/2020	131
USA/WA-S1005/2020	131
USA/WA-S1205/2020	131
USA/WA-S1163/2020	131
USA/WA-S1041/2020	131
USA/WA-S1859/2020	131
USA/WA-S1196/2020	131
USA/WA-UW-23487/2020	131
USA/WA-UW-22144/2020	131
USA/WA-UW-12881/2020	131
USA/WA-S1155/2020	131
USA/WA-S1158/2020	131
USA/WA-S1409/2020	131
USA/WA-S1229/2020	131
USA/WA-S1328/2020	131
USA/WA-S1283/2020	131
USA/WA-S991/2020	131
USA/WA-S988/2020	131
USA/WA-S1301/2020	131
USA/WA-S1303/2020	131
USA/WA-S1326/2020	131
USA/WA-S1944/2020	131
USA/WA-S1760/2020	131
USA/WA-S1520/2020	131
USA/WA-S1717/2020	131
USA/WA-S2043/2020	131
USA/WA-S1907/2020	131
USA/WA-S1838/2020	131
USA/WA-S1565/2020	131
USA/WA-S1537/2020	131
USA/WA-UW-21969/2020	131
USA/WA-S2345/2020	131
USA/WA-S2474/2020	131
USA/WA-S1071/2020	131
USA/WA-S1060/2020	131
USA/WA-S970/2020	131
USA/WA-S1098/2020	131
USA/WA-S1383/2020	131
USA/WA-S1900/2020	131
USA/WA-S1889/2020	131
USA/WA-S1070/2020	131
USA/WA-S995/2020	131
USA/WA-S972/2020	131
USA/WA-S1042/2020	131
USA/WA-S973/2020	131
USA/WA-S1157/2020	131
USA/WA-S1267/2020	131
USA/WA-S1182/2020	131
USA/WA-UW-12797/2020	132
USA/WA-UW-12900/2020	132
USA/WA-S2271/2020	133
USA/WA-S1099/2020	134
USA/WA-S624/2020	135
USA/WA-S2733/2020	136
